id,created_at,text
899908385398829056,2017-08-22 08:17:33,b'@memeprovider @Towbay Una go sha dey tempt person to swear for u \xf0\x9f\x98\x95'
899907912667205633,2017-08-22 08:15:40,"b""@DejEludire Lol, my guy is looking for counter-blackmail material. I'll whatsapp you."""
899769928206737410,2017-08-21 23:07:22,b'@OkezieOwen \xf0\x9f\x98\x82'
899768320823619585,2017-08-21 23:00:59,"b""@DejEludire I should be the one asking how it's going \xf0\x9f\x98\x81"""
899766785532207105,2017-08-21 22:54:53,"b""@DejEludire Fiyin wassup man, I'm just saying hello"""
899766645765406722,2017-08-21 22:54:19,b'@OkezieOwen Narcissist alert.'
899400377069690880,2017-08-20 22:38:54,"b'RT @verge: The hyperloop just had its fastest test yet, nearly hitting 200 mph https://t.co/1zyrqiGNv7'"
899027002572759041,2017-08-19 21:55:15,"b""@ValaAfshar I show my 10 yr old brother this video and he thinks the moon is like glass, says he won't throw stones\xe2\x80\xa6 https://t.co/27DmG8OVNF"""
899023791954808832,2017-08-19 21:42:29,"b'RT @ValaAfshar: Love everybody, but never sell your sword. \xe2\x80\x94@paulocoelho https://t.co/S5s8qTwdtu'"
899023316102467584,2017-08-19 21:40:36,b'RT @ValaAfshar: Retweet this second https://t.co/TeTXtvKdFz'
899023303800651779,2017-08-19 21:40:33,b'RT @ValaAfshar: Retweet this first https://t.co/VKJpbAqs0m'
899019227205582848,2017-08-19 21:24:21,b'Perfect night to listen to some sad songs and ponder the cosmos'
898861018566115328,2017-08-19 10:55:41,"b'RT @astroehlein: Auschwitz personnel, 1942. People, not monsters, help make atrocities happen. https://t.co/hycVQym4f5'"
898859483367170048,2017-08-19 10:49:35,"b'Society is so polarized these days, you see a tweet or some other social media post and you can predict their political or tribal leanings'"
898856338108801025,2017-08-19 10:37:05,b'@tiffauy @id_joshua \xf0\x9f\x98\xa2'
898855442381766657,2017-08-19 10:33:32,"b'RT @paleofuture: ""May the shadow of the moon fall on a world at peace."" ABC News report from February 26, 1979 about the world of August 21\xe2\x80\xa6'"
898854381868777472,2017-08-19 10:29:19,"b'@realteewhy Lol, not all of them tho'"
898798977511940096,2017-08-19 06:49:09,b'@Chinweeeh This right here is a throwback to the first major heartbreak I gave my mom'
898640856000974849,2017-08-18 20:20:50,"b'RT @TheWeirdWorld: When a cashier asks if you found everything you were looking for, take their hand, look deeply into their eyes and say,\xe2\x80\xa6'"
898084958820065280,2017-08-17 07:31:54,b'RT @TheWeirdWorld: How cool would it be to see your brain\xe2\x80\x99s \xe2\x80\x9ctask manager\xe2\x80\x9d'
897962031118258177,2017-08-16 23:23:26,"b'@DejEludire @Quickteller Your tweet is worth a little above #2, not too expensive to get this done, kindly help a brother.'"
897961147751702529,2017-08-16 23:19:55,"b'RT @TheWeirdWorld: When you buy a bigger bed, you have more bed room, but less bedroom.'"
897274023314427904,2017-08-15 01:49:32,b'RT @ValaAfshar: .@SpaceX Falcon 9 delivers supplies to ISS @SAI https://t.co/HDaQGfDNN9'
897272768521261056,2017-08-15 01:44:33,b'RT @J_D_Landis: The most rewarding tasks are often those you thought you would be unable to finish.'
897030247559950336,2017-08-14 09:40:51,"b'RT @DejEludire: To all the ladies out there, I have 2 sisters and I\'m okay with that number. \n\nPlease find someone else to love ""as a broth\xe2\x80\xa6'"
897030197756792832,2017-08-14 09:40:39,"b""@DejEludire \xf0\x9f\x98\x82\xf0\x9f\x98\x82, I've got three, for the love of God, they should stop this zone thing."""
895987250865033216,2017-08-11 12:36:21,"b'Good road, rap in my headset, \xc3\xa0p\xc3\xa0l\xc3\xa0 on the car stereo, not had a trip this good in a long while'"
895930217428070400,2017-08-11 08:49:44,"b'@DejEludire Lol, thank you Fiyin'"
895912461798342656,2017-08-11 07:39:10,"b'I suppose this is why death is such a big deal, ordinary leaving school, see all the mooshy mooshy nostalgia and emotions \xf0\x9f\x98\x80'"
895623444154503168,2017-08-10 12:30:43,b'@realteewhy \xf0\x9f\x98\x9b'
895623379767656448,2017-08-10 12:30:28,b'RT @realteewhy: @ay_lithe Lol. Casting. \n\nMy honest nature will get me in trouble one day.'
895239158024818689,2017-08-09 11:03:42,"b'@KarlreMarks Just finished breakfast (more like brunch), and this is the perfect dessert'"
895237151423680516,2017-08-09 10:55:44,"b""@realteewhy And it's just occurred to me that a screenshot of this tweet is valid blackmail material \xf0\x9f\x98\x88"""
895237144511426560,2017-08-09 10:55:42,"b""RT @KarlreMarks: I'm blaming you all for this, you wanted Trump to be more like Kennedy so he went and got his own missile crisis."""
895008627932749824,2017-08-08 19:47:40,"b'@Sagacity_Dave *screenshots tweet *opens Whatsapp *goes to invicta page *uploads media,  hola amigo \xf0\x9f\x98\x89'"
895007591675428865,2017-08-08 19:43:32,b'@LovelyFilters Archived\xf0\x9f\x98\x86'
894987613819555841,2017-08-08 18:24:09,b'RT @ayotola_: My pup napping while I work in the studio \xf0\x9f\x98\xa2\xf0\x9f\x90\xb6\xe2\x9d\xa4 https://t.co/XokpXiG2Bm'
894848477611642880,2017-08-08 09:11:17,"b'@Sagacity_Dave You should listen to ""If today was your last day"" by Nickel back'"
894848258551447552,2017-08-08 09:10:24,b'RT @TheWeirdWorld: Is the guy who types the credits in the credits?'
894848159297490944,2017-08-08 09:10:01,b'@jimkwik Splendid!!'
894666217155416064,2017-08-07 21:07:02,"b'RT @neiltyson: Unlike our mobility though space, time locks us in the present, as prisoners, eternally trapped between our past &amp; our future'"
894200406485721088,2017-08-06 14:16:05,b'@KarlreMarks You mean you no longer believe in not believing?'
894198769268531201,2017-08-06 14:09:34,"b'RT @marcazette: This is the most physically, mentally and spiritually satisfying video I have ever seen. https://t.co/R37wyncYIy'"
894194125276360704,2017-08-06 13:51:07,"b""Religion and death are like one of those money doubler stories we read about as kids, you can't open the package until the magician is gone."""
893933352339857408,2017-08-05 20:34:54,"b'@jimkwik How about the reverse?  ""spend less time cheating on books with your cellphone""'"
893596879325466624,2017-08-04 22:17:52,"b""Sometime in the future, maybe soon maybe not, I'll sit down and do a blow by blow analysis of how exactly I lived through last month,"""
893585785508827140,2017-08-04 21:33:47,"b'@OkezieOwen Lol, some biceps brotherhood shii'"
893585776826605568,2017-08-04 21:33:45,b'@kemifalodun ...(or the devil)...\xf0\x9f\x98\x82'
893414236826763264,2017-08-04 10:12:07,"b'RT @J_D_Landis: ""I love children too much to want to have any of my own.""--Overheard'"
893053576632774657,2017-08-03 10:18:59,"b'Elation, Pride, fears, disappointments, failures, successes, scares, scars, anxieties, changes, lessons, in short... OAU,  Ife'"
893011191882293249,2017-08-03 07:30:34,b'@UberFacts @OkezieOwen about that goat meat tweet...'
892919109612179456,2017-08-03 01:24:40,b'@jimkwik Trying to figure it all out'
892907214037544960,2017-08-03 00:37:23,"b'...and occasionally, when this happens with total strangers, gold!! \xf0\x9f\x91\x8c'"
892906866560425985,2017-08-03 00:36:01,"b'Deep discourse, the kind that makes your  your heart beat fast, or makes you laugh so hard your sides hurt, totally down for this any day.'"
892638326913716224,2017-08-02 06:48:56,b'RT @TheWeirdWorld: Growing up I was always told how smart I was. Now that I\xe2\x80\x99m an adult I realize I\xe2\x80\x99m not really smart at all.'
892637992799653888,2017-08-02 06:47:36,b'RT @TheWeirdWorld: How often do people misread misread as misread?'
892455188346351619,2017-08-01 18:41:12,b'RT @TheWeirdWorld: Feeling numb is an oxymoron.'
892173481714098176,2017-08-01 00:01:48,b'@realteewhy You sha chose to mar the profoundness of that tweet \xf0\x9f\x98\x91'
892172486695165952,2017-07-31 23:57:51,b'@realteewhy *yesterday \xf0\x9f\x98\x83'
892168418887163904,2017-07-31 23:41:41,"b""RT @Olumuyiwa__: Schrodinger's Whatsapp\nYou may (or may not) have new messages"""
892166057879904256,2017-07-31 23:32:18,"b""I hope I don't eventually end up sneezing my brain outta my nostrils."""
891927205911158784,2017-07-31 07:43:11,b'RT @elonmusk: @verge Umm ... https://t.co/bjJ0lNYK35'
891926749193392128,2017-07-31 07:41:22,"b""@honeysweet016 @ayotola_ And to think that they turn back to call us lazy and spoilt, claiming we've got things easy... Terribly insulting"""
890313182337781760,2017-07-26 20:49:38,b'RT @TheWeirdWorld: Whoever coined the term \xe2\x80\x9ccoined the term\xe2\x80\x9d coined the term \xe2\x80\x9ccoined the term\xe2\x80\x9d'
890224357557104640,2017-07-26 14:56:41,b'RT @TheWeirdWorld: Never judge a Book by its Movie.'
889952010921013248,2017-07-25 20:54:28,"b'@Easyy_ Oh, but is there a different spelling?'"
889949630041083905,2017-07-25 20:45:00,"b""I dunno why or how, but tonight, it dawned on me that all my life, I've always mentally spelled and pronounced deafening as defeaning."""
889910251520012288,2017-07-25 18:08:32,b'@realteewhy Sleep on baba \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
889909731313164292,2017-07-25 18:06:28,"b'@realteewhy No. 3, actually, but thanks for mentioning No. 1, na to find victim remain now \xf0\x9f\x98\x81'"
889907789459587075,2017-07-25 17:58:45,"b""@realteewhy We're all ultimately going to sleep too much. Sleep on baba."""
889907513625387008,2017-07-25 17:57:39,"b""@J_D_Landis Or if they're trying to tease you/pull your legs."""
889906163885756417,2017-07-25 17:52:17,b'@IntThings Fraud!'
889902138138165248,2017-07-25 17:36:17,"b""Same applies for when I'm late to said event, meeting, blah blah..."""
889901881346142208,2017-07-25 17:35:16,"b""When an event, meeting, hangout or anything starts late, it's automatically ruined for me in degrees that depend on how late it starts."""
889397333150052352,2017-07-24 08:10:23,"b'@UberFacts @id_joshua  well, it all makes sense now. \xf0\x9f\x98\x82'"
889394812692168704,2017-07-24 08:00:22,"b""@DarkSaint_ *screams* DON'T SAY WE'RE ALL MAD IN THIS COUNTRY!!!"""
888679541253832704,2017-07-22 08:38:08,b'I may end up having to write an optimization code to find a screen brightness for my phone or computer that is neither blinding nor too dim'
888678942214938624,2017-07-22 08:35:45,"b""Why is it that we (or maybe I) can't remember events from infancy? Brains not developed enough?, or memories irretrievable? Any ideas?"""
888676083113091074,2017-07-22 08:24:23,b'@Elsielaquezee @OkezieOwen goes like *thus...'
888110328755535873,2017-07-20 18:56:17,"b""@IamKanmi @Sagacity_Dave @realteewhy @id_joshua @DejEludire @Sagacity_Dave definitely won't happen to Lase"""
888105398212763650,2017-07-20 18:36:41,"b""@TheBabaOba @Ebuka Wait wait\xf0\x9f\x98\x82, I'm wondering if 9ce himself believes the words coming outta his mouth, nor be only bitcoin"""
888093878515097600,2017-07-20 17:50:55,"b'@OfficialEgoBoyo Sometimes, the inner bond is created by words.'"
888093081278480385,2017-07-20 17:47:45,"b""@Sagacity_Dave @realteewhy Ees like you're tired of your hundreds of thousands, abeg send them to me, we'll figure\xe2\x80\xa6 https://t.co/jfSznXYVA6"""
887789701125595136,2017-07-19 21:42:13,b'RT @DreamBigNoSleep: grab her by the [mind]'
886639685438722048,2017-07-16 17:32:28,"b'RT @neiltyson: Yup, @IAmSteveHarvey blew a gasket after I told him pronouncing Uranus as \xe2\x80\x9cYour-Anus"" was okay for 8-yr-olds, but not adults\xe2\x80\xa6'"
886499580598263808,2017-07-16 08:15:45,b'@OkezieOwen Done!!'
885737391436312576,2017-07-14 05:47:04,b'RT @ChivasRegalJP: \xe3\x80\x8eCHIVAS VENTURE\xef\xbc\x88\xe3\x82\xb7\xe3\x83\xbc\xe3\x83\x90\xe3\x82\xb9\xe3\x83\xbb\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x81\xe3\x83\xa3\xe3\x83\xbc\xef\xbc\x89\xe3\x80\x8f2017\xe5\xb9\xb4 \n2\xe4\xbd\x8d\xe3\x81\xaf @RecyclePointsNG \xe3\x81\xaeChioma Ukonu\xe6\xb0\x8f\xef\xbc\x88\xe3\x83\x8a\xe3\x82\xa4\xe3\x82\xb8\xe3\x82\xa7\xe3\x83\xaa\xe3\x82\xa2\xef\xbc\x89\xe3\x81\x8c\xe9\x81\xb8\xe3\x81\xb0\xe3\x82\x8c\xe3\x80\x81\xe8\xb3\x9e\xe9\x87\x9120\xe4\xb8\x87\xe3\x83\x89\xe3\x83\xab\xe3\x82\x92\xe7\x8d\xb2\xe5\xbe\x97\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xef\xbc\x81 https://t.co/V8U1AyrA\xe2\x80\xa6'
885737289598382080,2017-07-14 05:46:40,b'RT @jaimenack: @RecyclePointsNG well done Chioma!!! #ChivasVenture #recycling #nigeria #womeninbusiness https://t.co/E1l7JG2y2U'
885737205477593088,2017-07-14 05:46:20,b'RT @bellanaija: Nigeria\xe2\x80\x99s Chioma Ukonu bags Second Place at the 2017 #ChivasVenture! https://t.co/Q8BcvYRSSC #Career https://t.co/AMsZlFqbe6'
885588476732862464,2017-07-13 19:55:20,"b""Recognizing hidden patterns, finding vague connections, scaling them up , scaling them down; that's science, that's life."""
885586978720403456,2017-07-13 19:49:23,"b'Never forget, underneath all the charm and strength and toughness is human... Scared, lonely, love-wanting human with ambitions and dreams.'"
885261464789037056,2017-07-12 22:15:55,"b'@mlevchin @ValaAfshar In other words, marriage is kinda a start up. Interesting perspective.'"
885249406638981120,2017-07-12 21:28:00,"b""@realteewhy @UberFacts 1. Don't bother about your witness, jury's out already. \n\n2.SAMSON WAS ANOTHER MAN"""
885245802356060161,2017-07-12 21:13:41,"b'@realteewhy @UberFacts Issokay, you are my teacher, you know best, anything you say sir.'"
885245220530659330,2017-07-12 21:11:22,"b'@realteewhy @UberFacts 1. It behooves the defendant(s) to present their witness. Bring baba, lemme ask\n2.Who said S\xe2\x80\xa6 https://t.co/6UbXn3GBpf'"
885244283502170112,2017-07-12 21:07:38,b'@realteewhy @UberFacts Lady friends tho\xf0\x9f\x98\x81 na how you take dey scope dem bah?\n\n You dey alright baba \xf0\x9f\x99\x8c'
885243772237484032,2017-07-12 21:05:36,"b'@realteewhy @UberFacts 1. Random assertion, no proof or witness. \n2.Solomon is 1 out of billions of men that have e\xe2\x80\xa6 https://t.co/kDmOAdnOTj'"
885242985214074882,2017-07-12 21:02:29,"b'@realDonaldTrump But so much time to tweet, al\xc3\xa1w\xc3\xa0d\xc3\xa0.'"
885242138316943361,2017-07-12 20:59:07,"b""@UberFacts @realteewhy I'm wondering if this theory is wrong, or you're just an exception, or... Never mind, forget I said anything"""
885240737079717888,2017-07-12 20:53:33,b'@tom_janacek @badsciencejoks How about life^2?'
885239646879457280,2017-07-12 20:49:13,b'@kemifalodun \xf0\x9f\x98\x82 close enough'
884875639035244545,2017-07-11 20:42:47,b'@wearePhat I hope so mehn... Low night... \xf0\x9f\x98\x9e'
884875415373979649,2017-07-11 20:41:53,b'RT @wearePhat: everything will be okay. https://t.co/1MxUCwBxAG'
884856540645269505,2017-07-11 19:26:53,"b'@realteewhy Shey, nor be only you brother.'"
884854839267782656,2017-07-11 19:20:08,b'@realteewhy CHELSEA WON THE PREMIER LEAGUE LAST SEASON. CHELSEA WON THE PREMIER LEAGUE LAST SEASON. CHELSEA WON THE\xe2\x80\xa6 https://t.co/fgLBKgFvgt'
884851122393030657,2017-07-11 19:05:21,"b""@realteewhy The German machine, no less. It's you English people that like plenty talk and formality"""
884661523498635264,2017-07-11 06:31:58,b'@realteewhy Only God can save US'
884661230564147200,2017-07-11 06:30:48,b'RT @realteewhy: Smh. Only God can save you https://t.co/8KIoEFTxuH'
884477228616212480,2017-07-10 18:19:38,"b'Hook up with a smart person, have mental intercourse, give/get a brain job, get your mind blown, try nerdy style, reach a logical climax \xf0\x9f\x98\x89\xf0\x9f\x98\x8a'"
883967459325292544,2017-07-09 08:34:00,b'RT @TheWeirdWorld: \xe2\x80\x9cI fell on the ground\xe2\x80\x9d is really a mild way of saying \xe2\x80\x9cI collided with a planet\xe2\x80\x9d'
883967449967800320,2017-07-09 08:33:58,"b'RT @TheWeirdWorld: In chess, the Queen is the hero and the King is the damsel in distress.'"
883086829641240577,2017-07-06 22:14:41,b'@TheWeirdWorld Ah swear my man'
883068789088288769,2017-07-06 21:03:00,"b""@_tonnymar It's the small things, they count. \xf0\x9f\x98\x8a"""
883066020717629441,2017-07-06 20:52:00,"b""@_tonnymar Relaxing... Soothing... I'm almost drowsy from just thinking about it."""
882742668975124480,2017-07-05 23:27:07,b'@TheWeirdWorld Nothing. Thank you.'
882672789723000833,2017-07-05 18:49:26,"b""RT @thought20007: Whoever thought of the word \xe2\x80\x98vet\xe2\x80\x99 missed the opportunity to call it a 'dogtor\xe2\x80\x99"""
882672455717933056,2017-07-05 18:48:07,b'RT @thought20007: A werewolf who doesn\xe2\x80\x99t know that they\xe2\x80\x99re a werewolf would be an unawarewolf.'
882465867795247105,2017-07-05 05:07:12,"b'RT @TheWeirdWorld: The phrases, \xe2\x80\x9cthe same\xe2\x80\x9d and \xe2\x80\x9cidentical\xe2\x80\x9d are the same but not identical'"
882373600577236993,2017-07-04 23:00:34,b'RT @ValaAfshar: Each dot moves along a straight line https://t.co/cg3NfHPllD'
882349597254877186,2017-07-04 21:25:11,b'RT @SheWantsTheVic: Ever seen a man kill a Whitney Houston song? https://t.co/2qppN8OGPk'
882344345495633920,2017-07-04 21:04:19,b'@SemilooreAkoni @mz_Nazom My chest \xf0\x9f\x98\x84'
881908172566429696,2017-07-03 16:11:08,"b""@AsapSCIENCE 'twas fabulous, spent the weekend in orbit... around the sun. \xe2\x9c\x8c"""
881213886069952512,2017-07-01 18:12:17,"b""@OkezieOwen 'As the Crow flies' by Jeffrey Archer, 'Master of the game' Sydney Sheldon"""
881073572311072768,2017-07-01 08:54:43,"b""@badsciencejoks And when they find the position, they can't... Hang on, you mean Heisenberg couldn't...\xf0\x9f\x98\xaf  gosh!!"""
880882426511335425,2017-06-30 20:15:11,"b'@ValaAfshar @obyezeks @PwC ""Rest of the world""!, Africa doesn\'t even figure significantly. \xf0\x9f\x98\xa2 We gotta fix this.'"
880849403711561728,2017-06-30 18:03:57,b'@PoemsPorn No no... No... No'
880845527746740224,2017-06-30 17:48:33,"b""@Factsionary This poll is being conducted on Twitter, it's only logical that Twitter wins, simple logic. I still voted Twitter tho\xf0\x9f\x98\x8a"""
880793799366254594,2017-06-30 14:23:00,"b""RT @manofskin: @UberFacts holyshiti'llneverusespaceagain!"""
880793441185271809,2017-06-30 14:21:35,"b'@UberFacts How about the converse? I often trip in my dreams and wake up with my leg jerking terribly, ""dream exportation"" perhaps?'"
880450244827394048,2017-06-29 15:37:50,b'@OkezieOwen This thread \xf0\x9f\x98\x82'
880409209103429632,2017-06-29 12:54:47,b'@UberFacts Sad!  Too late. \xf0\x9f\x98\xa2'
880344405718306816,2017-06-29 08:37:16,"b'@id_joshua @UberFacts Nah, all you do is look down on your short self.'"
880338303962230784,2017-06-29 08:13:02,"b'@id_joshua @UberFacts I was referring to a female classmate we both know, but your inferiority complex is nothing s\xe2\x80\xa6 https://t.co/2qUONjdMwB'"
880338252590395392,2017-06-29 08:12:49,"b'No matter how much I enjoyed researching a project/article, I always derive a kind of pleasure from closing all my browser tabs one by one'"
880289477436080131,2017-06-29 04:59:01,"b""I always sleep with the lights off, maybe so that the glare of the light bulb won't affect the image quality of my dreams."""
880272234966921217,2017-06-29 03:50:30,b'RT @elonmusk: They are so underappreciated'
880272225848438784,2017-06-29 03:50:27,b'RT @elonmusk: Not as much as tunnels though'
880272208064634881,2017-06-29 03:50:23,b'RT @elonmusk: They will never let you down'
880272163919597568,2017-06-29 03:50:13,b'RT @elonmusk: I love floors'
880270200456847360,2017-06-29 03:42:25,"b'@Towbay ""Cemeteries of London"", ""Violet hill"", ""Viva La Vida"", ""Talk"", in one word sha Cold Play. \n\nNickelback\'s ""I\xe2\x80\xa6 https://t.co/IxR9Ih6wru'"
880269355543613440,2017-06-29 03:39:03,b'@UberFacts @id_joshua tag a classmate who won the evolutionary jackpot \xf0\x9f\x98\x84'
880268661906395136,2017-06-29 03:36:18,"b'@kemifalodun Stillness is a lie, motion is a mirage. Life is a fraud.'"
880268141972115457,2017-06-29 03:34:14,"b""RT @J_D_Landis: We FALL in love.  But we break UP.  You'd think it might be the opposite."""
880138558887133186,2017-06-28 18:59:19,b'@TheKnowledge @TheFunnyWorId Something someone taught me yesterday \xf0\x9f\x91\x80 @EditiEffiong'
880135297140490241,2017-06-28 18:46:21,"b'@id_joshua @AsapSCIENCE @badsciencejoks Sly!!! \xf0\x9f\x98\x85, your character is gravitationally warped, bordering on a black hole.'"
880126359351300096,2017-06-28 18:10:50,"b""@ace_IG And to think you didn't recognize the UN logo on the track suit, we urgently need those donations for you \xf0\x9f\x98\x85"""
880125127488393216,2017-06-28 18:05:56,"b""@id_joshua @AsapSCIENCE @badsciencejoks You're appealing to the voyager in me."""
880121883940855818,2017-06-28 17:53:03,"b""@id_joshua @AsapSCIENCE @badsciencejoks My sense of adventure is eclipsed by the intensity of the risk involved, it's in full glare!!"""
880111720718585856,2017-06-28 17:12:40,b'@SplufikNG @id_joshua *Keeps scrolling'
880111336197324802,2017-06-28 17:11:08,b'@AsapSCIENCE @badsciencejoks @id_Joshua launch is served.'
880100742115332096,2017-06-28 16:29:03,"b'@ace_IG Yh definitely, we need funds to get you outta squalor.'"
879844405217243136,2017-06-27 23:30:27,"b'@TheWeirdWorld In other words, adoption'"
879843431329267712,2017-06-27 23:26:35,"b'RT @TheWeirdWorld: Every time I feel unexpected pain, I wonder if my descendants got hit so hard that their ancestors could feel it.'"
879841293802844160,2017-06-27 23:18:05,"b'RT @TheWeirdWorld: I hate that SEPTember OCTOber NOVember and DECember aren\xe2\x80\x99t the 7th, 8th, 9th, and 10th months.'"
879841089385103360,2017-06-27 23:17:17,"b'RT @TheWeirdWorld: We think of starfish being star shaped, but really our false depiction of stars is starfish shaped.'"
879835106466312192,2017-06-27 22:53:30,b'RT @TheWeirdWorld: Saying \xe2\x80\x9cA broken clock is right twice a day\xe2\x80\x9d sounds a lot better than \xe2\x80\x9cA broken clock is right 0.0023% of the time\xe2\x80\x9d'
879835067165618177,2017-06-27 22:53:21,b'RT @TheWeirdWorld: Just realized \xe2\x80\x9cfortnight\xe2\x80\x9d is short for fourteen nights'
879834247019855872,2017-06-27 22:50:05,b'@TheWeirdWorld How about when the woman offers to settle the whole bill?'
879833258359390209,2017-06-27 22:46:09,"b'@TheWeirdWorld Strange enough, as a kid I thought terrific meant terribly good, and horrific meant horribly good.'"
879774013140217857,2017-06-27 18:50:44,"b""RT @EditiEffiong: @ay_lithe @obyezeks The internet is an amazing resource. But you can't internet your way out of the fundamentals. There's\xe2\x80\xa6"""
879773630825156608,2017-06-27 18:49:13,"b'@EditiEffiong @obyezeks Thank you for this discussion, was eye opening for me.'"
879758402548883458,2017-06-27 17:48:42,"b""@J_D_Landis Just like I'm about to mystify you with dead times, time constants, steady states, plant-model mismatch\xe2\x80\xa6 https://t.co/azQagrVpkP"""
879735268802166784,2017-06-27 16:16:47,"b'@EditiEffiong @obyezeks Definitely, and my point is,that failure can be fixed,if the recipients of the low quality\xe2\x80\xa6 https://t.co/34AT7q5uTB'"
879734118464016384,2017-06-27 16:12:13,"b""@EditiEffiong @obyezeks ...that's why I'm hopeful."""
879733918987165696,2017-06-27 16:11:25,"b""@EditiEffiong @obyezeks I'm not just being irrationally optimistic, I've met people who have done and are doing thi\xe2\x80\xa6 https://t.co/5qs5jPOnC0"""
879733648341299200,2017-06-27 16:10:21,"b""@EditiEffiong @obyezeks What if the generation can be made to follow up on the couple of people's cue?"""
879733279045419008,2017-06-27 16:08:53,"b""@EditiEffiong @obyezeks So... Summary, I think it's fair to expect more from us, we will actually do more, promise. \xf0\x9f\x98\x8a"""
879732898185826304,2017-06-27 16:07:22,"b'@EditiEffiong @obyezeks ...faulty foundations can be fixed, plus some private universities like Covenant are showin\xe2\x80\xa6 https://t.co/jkmavbWu9M'"
879732538754965504,2017-06-27 16:05:56,"b'@EditiEffiong @obyezeks Very strong point, no arguing against this, but a couple of people have gone on to show tha\xe2\x80\xa6 https://t.co/008xNIOMhj'"
879725335624994816,2017-06-27 15:37:19,"b""@EditiEffiong @obyezeks Yeah of course, that's the exact reason why I mentioned the amount of information available to us being more"""
879721136367562757,2017-06-27 15:20:37,b'@EditiEffiong @obyezeks And even the number of people in schools Now compared to say 40 years ago'
879720933837201408,2017-06-27 15:19:49,"b""@EditiEffiong @obyezeks But looking at it, would you say we're less educated than our parents?considering the amoun\xe2\x80\xa6 https://t.co/uIcK7gCYuG"""
879720551346049024,2017-06-27 15:18:18,"b'@EditiEffiong @obyezeks First of all, I apologize for and take back part the ""worrying about you"" part of my tweet,\xe2\x80\xa6 https://t.co/b8hv2PteA8'"
879684682471940096,2017-06-27 12:55:46,"b""@EditiEffiong @obyezeks Less education?? It's actually people like you we should be worried about."""
879681971957510144,2017-06-27 12:45:00,"b'@obyezeks Ma, you\'re officially not a member of the ""older generation"", I mean you\'re way more progressive and forw\xe2\x80\xa6 https://t.co/QVvKKvPYr9'"
879681617861726208,2017-06-27 12:43:36,"b'RT @obyezeks: AI- Artificial Intelligence, internet of things, Big Data &amp; era of robotics means that problems will be being solved entirely\xe2\x80\xa6'"
879680787284676608,2017-06-27 12:40:18,"b'It just occurred to me sef, where does @RealBenCarson stand on this whole health care issue?'"
879627506705461248,2017-06-27 09:08:34,"b""@benwikler @kemifalodun It's a lot of effrontery and day dreaming, but I'm daring to hope that someday, somehow, so\xe2\x80\xa6 https://t.co/yrvZbWrGdk"""
879625800915570688,2017-06-27 09:01:48,"b""It's official; 'The Scientist' has replaced 'Yellow' alongside 'I just called to say I love you' on my fav love songs list.Can only be two."""
879623478206488576,2017-06-27 08:52:34,"b'#SeeEverySide LOL, great video, Imma go wiv Einstein #GOAT \nhttps://t.co/esOpaygAIP'"
879617595313467393,2017-06-27 08:29:11,"b'RT @NOIweala: A proud day for Nigeria! President Akin Adesina, President of the AfDB, is announced as the recipient of the 2017 World Food\xe2\x80\xa6'"
879614794004824064,2017-06-27 08:18:04,"b""Reading 'the Alchemist' after a busy day feels like the Shepherd boy sitting down to read after herding,a character reading a character."""
879303209570971648,2017-06-26 11:39:56,"b""RT @jk_rowling: 20 years ago today a world that I had lived in alone was suddenly open to others. It's been wonderful. Thank you.\n\n#HarryPo\xe2\x80\xa6"""
879232161592881152,2017-06-26 06:57:37,"b""I'll sleep on my back and wake up on my side, this restlessness has followed me into my sleep and \xf0\x9f\x98\x91"""
879113040502902786,2017-06-25 23:04:16,b'RT @ValaAfshar: The history of how Silicon Valley became a $2.8 trillion neighborhood https://t.co/PwMXcupKrA'
879060599057068036,2017-06-25 19:35:53,"b""@bfkelleher @KarlreMarks you're trying to say I shouldn't tweet about this any longer \xf0\x9f\x98\x82"""
879058872526352384,2017-06-25 19:29:01,b'@KarlreMarks @bfkelleher you mean like you just said he did?'
879058034517045248,2017-06-25 19:25:42,"b'@kemifalodun Yh definitely, but trick question, can we consider the baby an observer too?'"
878975539930955776,2017-06-25 13:57:53,b'@J_D_Landis *probably* very important.'
878975092948176896,2017-06-25 13:56:07,"b""RT @ace_IG: @ay_lithe @UberFacts \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 you're evil"""
878913527154716672,2017-06-25 09:51:28,"b'@ace_IG @The_YUNiversity @id_joshua dodo, it at least had to have a label, and ""it which must not be named"" felt a lil\' creepy.'"
878907595121184768,2017-06-25 09:27:54,b'RT @LubesToday: We wish you an awesome Eid!! \n\n#Eid #Eidmubarak #LubesToday'
878904674509893632,2017-06-25 09:16:18,"b'Coldplay song ""The Scientist"", and I\'m looking forward to some real deep stuff, I listen and it\'s a love song, antithetical. But cool still\xf0\x9f\x98\x8a'"
878882831862312960,2017-06-25 07:49:30,"b""@kemifalodun does it still count as loneliness if you don't know you're lonely?, or don't even know there's a thing called loneliness."""
